,title,year,vote_count,vote_average,popularity,genres,weighted_rating,tagline,overview,id,poster_path,description,cast,crew,keywords,mixed_credits
891,Snowpiercer,2013,2910,6,14.131906,"['Action', 'Science Fiction', 'Drama']",5.901999141681945,"AD 2031, the passengers in the train are the only survivors on Earth.","In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",110415,/oP0ZWr6MsaQ1TV7xvnZJMKSfz0H.jpg,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.AD 2031, the passengers in the train are the only survivors on Earth.","['chrisevans', 'songkang-ho', 'edharris']",['bongjoon-ho'],"['fathersonrelationship', 'childlabour', 'brothel', 'winter', 'allegori', 'bridg', 'post-apocalypt', 'dystopia', 'hijackingoftrain', 'basedoncom', 'dam', 'rifl', 'pregnant', 'train', 'violenc', 'basedongraphicnovel', 'guilt', 'revolt', 'duplic', 'tunnel', 'socialclass', 'populationcontrol', 'perpetualwint', 'cityruin']",Action Science Fiction Drama chrisevans songkang-ho edharris bongjoon-ho bongjoon-ho bongjoon-ho fathersonrelationship childlabour brothel winter allegori bridg post-apocalypt dystopia hijackingoftrain basedoncom dam rifl pregnant train violenc basedongraphicnovel guilt revolt duplic tunnel socialclass populationcontrol perpetualwint cityruin
892,Tomorrowland,2015,2904,6,22.296076,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",5.9018229867538725,Imagine a world where nothing is impossible.,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",158852,/69Cz9VNQZy39fUE2g0Ggth6SBTM.jpg,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""Imagine a world where nothing is impossible.","['brittrobertson', 'georgeclooney', 'raffeycassidy']",['bradbird'],"['inventor', 'apocalyps', 'destini', 'imax', 'dreamer', 'futuristiccar', 'futuristicc']",Adventure Family Mystery Science Fiction brittrobertson georgeclooney raffeycassidy bradbird bradbird bradbird inventor apocalyps destini imax dreamer futuristiccar futuristicc
893,TRON: Legacy,2010,2895,6,21.259,"['Adventure', 'Action', 'Science Fiction']",5.901557563768227,The Game Has Changed.,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",20526,/vllvystwQjmXzy5OvBKnGl1JREF.jpg,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.The Game Has Changed.","['garretthedlund', 'jeffbridges', 'oliviawilde']",['josephkosinski'],"['artificialintellig', 'secretident', 'computerprogram', 'dystopia', 'comput', 'decept', 'duel', 'motorcycl', 'neonlight', 'autocraci']",Adventure Action Science Fiction garretthedlund jeffbridges oliviawilde josephkosinski josephkosinski josephkosinski artificialintellig secretident computerprogram dystopia comput decept duel motorcycl neonlight autocraci
894,American Hustle,2013,2868,6,16.478036,"['Drama', 'Crime']",5.900752613502249,Everyone Hustles To Survive,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",168672,/mhB7C62lSMpGO2HYNaW6d7W3TVH.jpg,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.Everyone Hustles To Survive","['christianbale', 'bradleycooper', 'amyadams']",['davido.russell'],"['conartist', 'scam', 'mobster', 'fbiagent']",Drama Crime christianbale bradleycooper amyadams davido.russell davido.russell davido.russell conartist scam mobster fbiagent
895,RED,2010,2858,6,12.595165,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",5.900451132984333,Still armed. Still dangerous. Still got it.,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",39514,/q2mwTRKrq1etP9S4SZVDIJq0wI2.jpg,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.Still armed. Still dangerous. Still got it.","['brucewillis', 'johnmalkovich', 'helenmirren']",['robertschwentke'],"['cia', 'retir', 'shottodeath', 'sniperrifl', 'retir', 'femalespi', 'alarm']",Action Adventure Comedy Crime Thriller brucewillis johnmalkovich helenmirren robertschwentke robertschwentke robertschwentke cia retir shottodeath sniperrifl retir femalespi alarm
896,Troy,2004,2841,6,15.387275,"['Adventure', 'Drama', 'War']",5.899934390773871,For passion. For honor. For destiny. For victory. For love.,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",652,/edMlij7nw2NMla32xskDnzMCFBM.jpg,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.For passion. For honor. For destiny. For victory. For love.","['bradpitt', 'orlandobloom', 'ericbana']",['wolfgangpetersen'],"['brotherbrotherrelationship', 'adulteri', 'mytholog', 'beauti', 'trojanwar', 'braveri', 'wall', 'fraud', 'hostil', 'epic', 'swordfight', 'battlefield', 'ancientworld', 'pyre', 'ancientgreec', 'trojanhors', 'trojan', 'bronzeag', 'spartagreec', 'helenoftroy', ""homer'siliad""]",Adventure Drama War bradpitt orlandobloom ericbana wolfgangpetersen wolfgangpetersen wolfgangpetersen brotherbrotherrelationship adulteri mytholog beauti trojanwar braveri wall fraud hostil epic swordfight battlefield ancientworld pyre ancientgreec trojanhors trojan bronzeag spartagreec helenoftroy homer'siliad
897,Pirates of the Caribbean: Dead Men Tell No Tales,2017,2814,6,133.82782,"['Adventure', 'Action', 'Fantasy', 'Comedy']",5.899102564588801,,"Thrust into an all-new paycheck, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of a payout lies in seeking out the legendary Trident of Numbers, but to find it, he must forge an uneasy alliance with a reasonably intelligent and pretty astronomer and a irritating young man in the British navy.",166426,/xbpSDU3p7YUGlu9Mr6Egg2Vweto.jpg,"Thrust into an all-new paycheck, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of a payout lies in seeking out the legendary Trident of Numbers, but to find it, he must forge an uneasy alliance with a reasonably intelligent and pretty astronomer and a irritating young man in the British navy.","['johnnydepp', 'javierbardem', 'geoffreyrush']",['joachimrønning'],"['sea', 'ship', 'sequel', 'artifact', 'treasuremap', 'pirat', 'perioddrama', 'monkey', 'swashbuckl', 'ghost', 'caribbean', 'trident']",Adventure Action Fantasy Comedy johnnydepp javierbardem geoffreyrush joachimrønning joachimrønning joachimrønning sea ship sequel artifact treasuremap pirat perioddrama monkey swashbuckl ghost caribbean trident
898,The Mummy,1999,2796,6,23.984065,"['Adventure', 'Action', 'Fantasy']",5.898540287858955,The legend you know. The adventure you have yet to imagine.,"Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death – his body will remain undead for all eternity as a punishment for a forbidden love.",564,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,"Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death – his body will remain undead for all eternity as a punishment for a forbidden love.The legend you know. The adventure you have yet to imagine.","['brendanfraser', 'rachelweisz', 'johnhannah']",['stephensommers'],"['librari', 'secretpassag', 'cairo', 'egypt', 'pastor', 'pyramid', 'sandstorm', 'solareclips', 'mummi', 'foreignlegion', 'nile', 'secretsocieti', 'treasurehunt', 'remak', 'ancientegypt', 'oppositesattract', '1920s']",Adventure Action Fantasy brendanfraser rachelweisz johnhannah stephensommers stephensommers stephensommers librari secretpassag cairo egypt pastor pyramid sandstorm solareclips mummi foreignlegion nile secretsocieti treasurehunt remak ancientegypt oppositesattract 1920s
899,Taken 2,2012,2783,6,16.376482,"['Action', 'Crime', 'Thriller']",5.898130285913717,First they took his daughter. Now they're coming for him.,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",82675,/rDX2zd9aVMJnBmlS8efwOYsi76R.jpg,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.First they took his daughter. Now they're coming for him.","['liamneeson', 'maggiegrace', 'famkejanssen']",['oliviermegaton'],"['kidnap', 'turkey', 'policechas', 'bagoverhead', 'violenc', 'fbiagent', 'teenagedaught', 'stealingacar', 'ex-husbandex-wiferelationship', 'albanian', 'u.s.embassi', 'killedinanelev', 'securityguardkil']",Action Crime Thriller liamneeson maggiegrace famkejanssen oliviermegaton oliviermegaton oliviermegaton kidnap turkey policechas bagoverhead violenc fbiagent teenagedaught stealingacar ex-husbandex-wiferelationship albanian u.s.embassi killedinanelev securityguardkil
900,The Da Vinci Code,2006,2773,6,18.566706,"['Thriller', 'Mystery']",5.8978126379122,Seek the truth.,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",591,/5IqaT3fza0Y9vKazjGwDGsNuuS8.jpg,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.Seek the truth.","['tomhanks', 'audreytautou', 'ianmckellen']",['ronhoward'],"['pari', 'holygrail', 'christian', 'monk', 'basedonnovel', 'zurich', 'secretsocieti', 'louvr', 'curat', 'symbologist', 'opusdei', 'heresi', 'monalisa', 'freemason', 'conspiraci', 'pentagram', 'tomb', 'catholic', 'cryptologist', 'iconographi', 'albino', 'sect']",Thriller Mystery tomhanks audreytautou ianmckellen ronhoward ronhoward ronhoward pari holygrail christian monk basedonnovel zurich secretsocieti louvr curat symbologist opusdei heresi monalisa freemason conspiraci pentagram tomb catholic cryptologist iconographi albino sect
901,Neighbors,2014,2773,6,11.90575,['Comedy'],5.8978126379122,Family vs. Frat,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,195589,/bpj8myebvnTw5HDmzTSI8N6WFYr.jpg,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.Family vs. Frat,"['sethrogen', 'zacefron', 'rosebyrne']",['nicholasstoller'],"['alcohol', 'babi', 'parti', 'famili', 'fratern', 'fraternityhous', 'neighborneighborrelationship', 'bathroomhumor']",Comedy sethrogen zacefron rosebyrne nicholasstoller nicholasstoller nicholasstoller alcohol babi parti famili fratern fraternityhous neighborneighborrelationship bathroomhumor
